crime_type,Category,day_Sun,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,community_area_1,community_area_2,community_area_3,community_area_4,community_area_5,community_area_6,community_area_7,community_area_8,community_area_9,community_area_10,community_area_11,community_area_12,community_area_13,community_area_14,community_area_15,community_area_16,community_area_17,community_area_18,community_area_19,community_area_20,community_area_21,community_area_22,community_area_23,community_area_24,community_area_25,community_area_26,community_area_27,community_area_28,community_area_29,community_area_30,community_area_31,community_area_32,community_area_33,community_area_34,community_area_35,community_area_36,community_area_37,community_area_38,community_area_39,community_area_40,community_area_41,community_area_42,community_area_43,community_area_44,community_area_45,community_area_46,community_area_47,community_area_48,community_area_49,community_area_50,community_area_51,community_area_52,community_area_53,community_area_54,community_area_55,community_area_56,community_area_57,community_area_58,community_area_59,community_area_60,community_area_61,community_area_62,community_area_63,community_area_64,community_area_65,community_area_66,community_area_67,community_area_68,community_area_69,community_area_70,community_area_71,community_area_72,community_area_73,community_area_74,community_area_75,community_area_76,community_area_77
DECEPTIVE PRACTICE: CREDIT CARD FRAUD,P2,0.114953887,0.125494071,0.14657444,0.142621871,0.12911726,0.17259552,0.168642951,0.067193676,0.02173913,0.016798419,0.015810277,0.014163373,0.008893281,0.007246377,0.018445323,0.031949934,0.059947299,0.045454545,0.04314888,0.101119895,0.079380764,0.07312253,0.070816864,0.062911726,0.054347826,0.051383399,0.050065876,0.035243742,0.024044796,0.024703557,0.022068511,0.011857708,0.010540184,0.017786561,0.009552042,0.007246377,0.041172596,0.038208169,0.179183136,0.000988142,0.003293808,0.003293808,0.000658762,0.00428195,0.005928854,0.0085639,0.0085639,0.001976285,0.000329381,0.010869565,0.002635046,0.007575758,0.024374177,0.008234519,0.027997365,0.026350461,0.00428195,0.005270092,0.05599473,0.010210804,0.007905138,0.007575758,0.184123847,0.0171278,0.002305665,0.009881423,0.002635046,0.002635046,0.007246377,0.007905138,0.003952569,0.010869565,0.004611331,0.013175231,0.013504611,0.003623188,0.005928854,0.000329381,0.005270092,0.006587615,0.001317523,0.002964427,0.003952569,0.007246377,0.000988142,0.001317523,0.0085639,0.00428195,0.002305665,0.003293808,0.005928854,0.006258235,0.002635046,0.002964427,0.003952569,0.004940711,0.006916996,0.006916996,0.006258235,0.009552042,0.003952569,0.013504611,0.002964427,0.005928854,0.001976285,0.005270092,0.0085639,0.010869565
DECEPTIVE PRACTICE: FINANCIAL IDENTITY THEFT $300 AND UNDER,P2,0.084988086,0.171564734,0.163621922,0.160444797,0.152501986,0.157267673,0.109610802,0.088959492,0.008737093,0.007148531,0.006354249,0.006354249,0.004765687,0.009531374,0.015885624,0.061159651,0.135822081,0.077045274,0.050833995,0.125496426,0.064336775,0.057982526,0.066719619,0.044479746,0.038125496,0.030976966,0.030976966,0.02700556,0.014297061,0.014297061,0.012708499,0.018268467,0.008737093,0.024622716,0.017474186,0.011914218,0.046068308,0.023828435,0.060365369,0.006354249,0.012708499,0.007148531,0.007942812,0.007942812,0.011119936,0.018268467,0.019062748,0.007148531,0.002382844,0.017474186,0.002382844,0.005559968,0.023034154,0.011914218,0.034948372,0.046862589,0.009531374,0.009531374,0.039714059,0.015091342,0.009531374,0.009531374,0.034154091,0.01350278,0.004765687,0.008737093,0.001588562,0.003177125,0.011914218,0.010325655,0.006354249,0.007148531,0.008737093,0.030976966,0.028594122,0.003971406,0.003971406,0.001588562,0.003971406,0.015091342,0.003971406,0.002382844,0.003177125,0.015091342,0.003177125,0.003177125,0.01350278,0.001588562,0.004765687,0.002382844,0.002382844,0.011119936,0.002382844,0.002382844,0.005559968,0.007148531,0.018268467,0.023828435,0.012708499,0.01350278,0.01350278,0.024622716,0.005559968,0.019062748,0.002382844,0.015885624,0.010325655,0.011119936
DECEPTIVE PRACTICE: FINANCIAL IDENTITY THEFT OVER $ 300,P2,0.083665339,0.168556543,0.173460006,0.14986209,0.153846154,0.153233221,0.117376647,0.088568802,0.007661661,0.005516396,0.004596997,0.001838799,0.003064664,0.008887527,0.016855654,0.060067423,0.130861171,0.08182654,0.049034631,0.142200429,0.060680356,0.060373889,0.074777812,0.053018694,0.043518235,0.035243641,0.026049648,0.017162121,0.013178057,0.008274594,0.006742262,0.011032792,0.017468587,0.020226785,0.017162121,0.012871591,0.047195832,0.035550107,0.068342017,0.003371131,0.008887527,0.007661661,0.003677597,0.00429053,0.00858106,0.015323322,0.014710389,0.00950046,0.003984064,0.016549188,0.002758198,0.013484523,0.020226785,0.01379099,0.030033711,0.047195832,0.007661661,0.007355195,0.032178976,0.018387987,0.015629789,0.005822862,0.049647564,0.011032792,0.001225866,0.009806926,0.002758198,0.003371131,0.011339258,0.007048728,0.003984064,0.011032792,0.00858106,0.023597916,0.02329145,0.00429053,0.013178057,0.000612933,0.007661661,0.015016856,0.004903463,0.006129329,0.003984064,0.011952191,0.002758198,0.003371131,0.009806926,0.002758198,0.007048728,0.001838799,0.006435795,0.00950046,0.004596997,0.006435795,0.006129329,0.007968127,0.020533252,0.015629789,0.014710389,0.015016856,0.014710389,0.021146184,0.006435795,0.012871591,0.00520993,0.011032792,0.003371131,0.015323322
DECEPTIVE PRACTICE: FORGERY,P2,0.040752351,0.184952978,0.163009404,0.188087774,0.163009404,0.175548589,0.084639498,0.115987461,0.006269592,0.006269592,0,0.003134796,0.006269592,0.006269592,0.006269592,0.056426332,0.200626959,0.068965517,0.034482759,0.144200627,0.056426332,0.072100313,0.05015674,0.05015674,0.037617555,0.02507837,0.012539185,0.018808777,0.009404389,0.003134796,0.009404389,0.021943574,0.012539185,0.015673981,0.009404389,0.021943574,0.040752351,0.018808777,0.034482759,0,0,0.003134796,0.009404389,0.003134796,0.012539185,0.009404389,0.028213166,0.015673981,0.006269592,0.018808777,0.015673981,0.003134796,0.021943574,0.018808777,0.018808777,0.037617555,0,0.009404389,0.043887147,0.02507837,0.02507837,0.006269592,0.056426332,0.003134796,0,0.015673981,0,0.003134796,0.009404389,0.003134796,0.003134796,0.015673981,0.009404389,0.047021944,0.009404389,0.003134796,0.012539185,0,0.009404389,0.02507837,0.003134796,0.006269592,0,0.012539185,0.003134796,0,0.009404389,0,0.012539185,0.003134796,0.006269592,0.015673981,0.003134796,0.003134796,0,0.003134796,0.009404389,0.015673981,0.015673981,0.02507837,0.015673981,0.031347962,0,0.015673981,0.012539185,0.018808777,0.012539185,0.012539185
DECEPTIVE PRACTICE: FRAUD OR CONFIDENCE GAME,P2,0.071280277,0.150865052,0.18615917,0.164013841,0.151557093,0.174394464,0.101730104,0.02283737,0.004152249,0.003460208,0.000692042,0,0.003460208,0.002768166,0.011764706,0.04567474,0.117647059,0.092733564,0.079584775,0.114186851,0.091349481,0.07266436,0.088581315,0.076816609,0.044290657,0.051903114,0.033217993,0.014532872,0.01384083,0.006228374,0.007612457,0.015916955,0.02283737,0.021453287,0.015224913,0.008304498,0.032525952,0.020069204,0.058823529,0.003460208,0.011072664,0.004844291,0.006228374,0.002768166,0.011072664,0.018685121,0.011072664,0.017301038,0.005536332,0.02283737,0.008304498,0.011764706,0.024221453,0.018685121,0.020069204,0.026297578,0.005536332,0.007612457,0.055363322,0.018685121,0.024913495,0.013148789,0.058823529,0.018685121,0.013148789,0.016608997,0.002076125,0.001384083,0.008304498,0.004844291,0.002076125,0.006228374,0.00899654,0.015224913,0.015224913,0.006228374,0.011072664,0.002768166,0.004844291,0.006920415,0.002076125,0.009688581,0.006920415,0.006920415,0.000692042,0.004844291,0.012456747,0.007612457,0.011764706,0.002768166,0.009688581,0.014532872,0.003460208,0.008304498,0.010380623,0.016608997,0.023529412,0.008304498,0.005536332,0.011072664,0.011072664,0.014532872,0.008304498,0.009688581,0.006228374,0.004844291,0.004152249,0.015916955
DECEPTIVE PRACTICE: ILLEGAL USE CASH CARD,P2,0.130142737,0.152812762,0.133501259,0.122586062,0.128463476,0.146095718,0.186397985,0.121746432,0.019311503,0.022670025,0.020151134,0.020151134,0.015952981,0.009235936,0.026868178,0.050377834,0.10495382,0.062132662,0.053736356,0.096557515,0.054575987,0.042821159,0.047019312,0.040302267,0.034424853,0.031066331,0.02938707,0.033585223,0.020990764,0.019311503,0.022670025,0.021830395,0.022670025,0.021830395,0.016792611,0.011754828,0.05961377,0.038623006,0.075566751,0.000839631,0.011754828,0.007556675,0.003358522,0.008396306,0.007556675,0.016792611,0.018471872,0.009235936,0.007556675,0.020990764,0.002518892,0.005037783,0.026028547,0.020151134,0.024349286,0.038623006,0.008396306,0.007556675,0.02938707,0.012594458,0.010075567,0.005037783,0.076406381,0.007556675,0.001679261,0.010915197,0.000839631,0,0.010915197,0.004198153,0.004198153,0.005037783,0.006717045,0.01511335,0.017632242,0.007556675,0.012594458,0.001679261,0.006717045,0.011754828,0.006717045,0.009235936,0.007556675,0.01511335,0.002518892,0.003358522,0.003358522,0.003358522,0.007556675,0.000839631,0.005037783,0.007556675,0.000839631,0.005037783,0.002518892,0.006717045,0.010915197,0.025188917,0.012594458,0.018471872,0.004198153,0.023509656,0.005877414,0.006717045,0.003358522,0.010075567,0.006717045,0.012594458
DECEPTIVE PRACTICE: THEFT OF LABOR/SERVICES,P2,0.174346202,0.139476961,0.125778331,0.130759651,0.136986301,0.138231631,0.154420922,0.04109589,0.04732254,0.04358655,0.057285181,0.03611457,0.01867995,0.01992528,0.0124533,0.01992528,0.04109589,0.04483188,0.04358655,0.02366127,0.0498132,0.051058531,0.0373599,0.03985056,0.078455791,0.062266501,0.04607721,0.052303861,0.0498132,0.04234122,0.04109589,0.0249066,0.01369863,0.03237858,0.01618929,0.00747198,0.04856787,0.02739726,0.105853051,0.00124533,0.00249066,0.00373599,0.00124533,0.00124533,0.00871731,0.00747198,0.01992528,0.00747198,0.00498132,0.01867995,0.00498132,0.00996264,0.01369863,0.01743462,0.03486924,0.02864259,0.04483188,0.00871731,0.059775841,0.01369863,0.0124533,0.00996264,0.052303861,0.01120797,0.00747198,0.00622665,0.00124533,0.00871731,0.01120797,0.00498132,0.00996264,0.00996264,0.01743462,0.02366127,0.01120797,0.00249066,0.00871731,0,0.00373599,0.00871731,0.00249066,0,0.00373599,0.00373599,0.00124533,0,0.00871731,0,0.00373599,0.00249066,0.00747198,0.01120797,0.00622665,0.00747198,0.00747198,0.00747198,0.01120797,0.00871731,0.0124533,0.02615193,0.00373599,0.00871731,0.00124533,0.00747198,0.00124533,0.00373599,0.01494396,0.01494396
DECEPTIVE PRACTICE: THEFT OF LOST/MISLAID PROP,P2,0.148571429,0.137142857,0.165714286,0.154285714,0.131428571,0.16,0.102857143,0.034285714,0.057142857,0.04,0.005714286,0.005714286,0.011428571,0.022857143,0.022857143,0.028571429,0.057142857,0.051428571,0.045714286,0.034285714,0.045714286,0.034285714,0.045714286,0.068571429,0.028571429,0.074285714,0.08,0.068571429,0.051428571,0.045714286,0.04,0.04,0.005714286,0.04,0.022857143,0.005714286,0.028571429,0.022857143,0.034285714,0,0,0,0,0,0,0.011428571,0.005714286,0,0.005714286,0.011428571,0.005714286,0.005714286,0.017142857,0.022857143,0.028571429,0.085714286,0.022857143,0.022857143,0.034285714,0.017142857,0.017142857,0,0.04,0,0,0.005714286,0,0,0.005714286,0,0.017142857,0,0.017142857,0.011428571,0.011428571,0.005714286,0.017142857,0,0,0.022857143,0.011428571,0,0.005714286,0.011428571,0,0,0.005714286,0.005714286,0.005714286,0,0.017142857,0.011428571,0,0.022857143,0,0.022857143,0.028571429,0.005714286,0.028571429,0.011428571,0.011428571,0.011428571,0.005714286,0.028571429,0.005714286,0.005714286,0.051428571,0.017142857
GAMBLING: GAME/DICE,P2,0.15,0.138888889,0.183333333,0.1,0.144444444,0.177777778,0.105555556,0.016666667,0,0.005555556,0,0,0,0,0.005555556,0.005555556,0.011111111,0.027777778,0.05,0.033333333,0.088888889,0.094444444,0.077777778,0.033333333,0.016666667,0.072222222,0.133333333,0.144444444,0.105555556,0.061111111,0.016666667,0,0,0,0,0,0,0,0.005555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.233333333,0.033333333,0.077777778,0.027777778,0.105555556,0,0,0,0,0,0,0,0.005555556,0.005555556,0,0.011111111,0,0.016666667,0.033333333,0.011111111,0,0.005555556,0,0.005555556,0.022222222,0.005555556,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0.094444444,0.127777778,0.055555556,0.011111111,0,0.038888889,0,0,0,0,0,0
HOMICIDE: FIRST DEGREE MURDER,P1V,0.183400268,0.143239625,0.139223561,0.127175368,0.113788487,0.135207497,0.157965194,0.070950469,0.070950469,0.0562249,0.042838019,0.026773762,0.040160643,0.009370817,0.025435074,0.013386881,0.022757697,0.013386881,0.029451138,0.025435074,0.038821954,0.046854083,0.025435074,0.054886212,0.050870147,0.058902276,0.040160643,0.06291834,0.049531459,0.053547523,0.070950469,0.00669344,0.009370817,0.010709505,0.001338688,0,0,0,0.00669344,0,0.001338688,0.001338688,0,0,0.004016064,0.001338688,0.00669344,0.001338688,0,0.008032129,0.008032129,0.004016064,0.005354752,0.037483266,0.012048193,0.115127175,0.038821954,0.037483266,0.016064257,0.041499331,0.021419009,0.008032129,0.002677376,0.005354752,0.002677376,0.005354752,0.004016064,0.00669344,0.009370817,0.005354752,0.014725569,0.002677376,0.012048193,0.02811245,0.024096386,0.00669344,0.022757697,0,0.001338688,0.042838019,0.002677376,0.004016064,0.002677376,0.013386881,0.00669344,0,0.004016064,0.005354752,0.014725569,0,0.002677376,0.052208835,0.00669344,0.018741633,0,0.00669344,0.026773762,0.048192771,0.065595716,0.044176707,0.012048193,0.03480589,0,0.020080321,0,0.005354752,0,0.001338688
INTERFERENCE WITH PUBLIC OFFICER: OBSTRUCTING IDENTIFICATION,P2,0.161710037,0.167286245,0.139405204,0.115241636,0.137546468,0.139405204,0.139405204,0.029739777,0.027881041,0.020446097,0.007434944,0.011152416,0,0,0.003717472,0.016728625,0.020446097,0.035315985,0.048327138,0.048327138,0.031598513,0.031598513,0.044609665,0.048327138,0.07063197,0.07063197,0.115241636,0.104089219,0.074349442,0.085501859,0.053903346,0.013011152,0.005576208,0,0.003717472,0.001858736,0.005576208,0,0.011152416,0,0,0.001858736,0,0.001858736,0.005576208,0.003717472,0.003717472,0.001858736,0,0.029739777,0.005576208,0.001858736,0.003717472,0.048327138,0.003717472,0.102230483,0.059479554,0.026022305,0.001858736,0.039033457,0.014869888,0.003717472,0.011152416,0,0.003717472,0.001858736,0,0.003717472,0.018587361,0,0.003717472,0,0.024163569,0.044609665,0.022304833,0.005576208,0.039033457,0.001858736,0.007434944,0.053903346,0,0.011152416,0.001858736,0.022304833,0.003717472,0.003717472,0.007434944,0,0.013011152,0.001858736,0,0.040892193,0.001858736,0.007434944,0.001858736,0.001858736,0.011152416,0.057620818,0.050185874,0.040892193,0.00929368,0.046468401,0,0.014869888,0.001858736,0.005576208,0.001858736,0
INTERFERENCE WITH PUBLIC OFFICER: RESIST/OBSTRUCT/DISARM OFFICER,P2,0.164912281,0.115789474,0.098245614,0.129824561,0.154385965,0.168421053,0.168421053,0.038596491,0.024561404,0.059649123,0.035087719,0.01754386,0,0.010526316,0.010526316,0.014035088,0.021052632,0.031578947,0.035087719,0.031578947,0.024561404,0.031578947,0.028070175,0.052631579,0.052631579,0.112280702,0.063157895,0.09122807,0.077192982,0.077192982,0.059649123,0.01754386,0,0.003508772,0.003508772,0,0.031578947,0.003508772,0.035087719,0,0.003508772,0.003508772,0,0,0,0.003508772,0.010526316,0.003508772,0.003508772,0.014035088,0.003508772,0.003508772,0.007017544,0.038596491,0.024561404,0.084210526,0.066666667,0.031578947,0.028070175,0.031578947,0.01754386,0.007017544,0.010526316,0.007017544,0,0.010526316,0,0.003508772,0.007017544,0,0.007017544,0.003508772,0.024561404,0.031578947,0.035087719,0.007017544,0.003508772,0,0.007017544,0.052631579,0.014035088,0.003508772,0.007017544,0.021052632,0.003508772,0,0.003508772,0.003508772,0.007017544,0,0.010526316,0.021052632,0,0.01754386,0,0.003508772,0.021052632,0.042105263,0.063157895,0.021052632,0.003508772,0.024561404,0.003508772,0.014035088,0,0,0,0
LIQUOR LAW VIOLATION: LIQUOR LICENSE VIOLATION,P2,0.131782946,0.046511628,0.069767442,0.062015504,0.11627907,0.240310078,0.333333333,0.07751938,0.062015504,0.07751938,0.062015504,0.03875969,0.007751938,0.007751938,0,0,0.007751938,0.03875969,0.015503876,0.031007752,0.023255814,0.015503876,0.015503876,0.023255814,0.023255814,0.046511628,0.046511628,0.085271318,0.07751938,0.07751938,0.139534884,0.015503876,0.062015504,0,0.015503876,0,0.11627907,0.03875969,0.186046512,0,0.007751938,0,0,0.015503876,0,0.007751938,0.007751938,0,0,0.015503876,0.007751938,0.007751938,0.015503876,0.015503876,0.046511628,0.015503876,0.03875969,0.015503876,0.03875969,0.054263566,0.031007752,0.007751938,0.007751938,0,0,0,0,0,0.031007752,0,0,0,0,0.007751938,0,0,0.007751938,0,0.007751938,0.007751938,0,0.015503876,0,0.015503876,0,0,0,0,0,0,0.007751938,0.015503876,0,0.007751938,0,0.007751938,0.031007752,0.015503876,0.007751938,0.007751938,0,0.007751938,0,0,0,0.007751938,0,0
MOTOR VEHICLE THEFT: ATT: AUTOMOBILE,P1P,0.177165354,0.112204724,0.153543307,0.131889764,0.145669291,0.13976378,0.13976378,0.05511811,0.025590551,0.021653543,0.019685039,0.019685039,0.015748031,0.00984252,0.031496063,0.031496063,0.029527559,0.029527559,0.035433071,0.041338583,0.025590551,0.023622047,0.049212598,0.057086614,0.043307087,0.06496063,0.082677165,0.084645669,0.068897638,0.06496063,0.068897638,0.005905512,0.007874016,0.005905512,0.007874016,0.001968504,0.00984252,0.003937008,0.007874016,0,0.001968504,0,0.001968504,0,0.003937008,0.011811024,0.011811024,0.005905512,0.001968504,0.007874016,0.00984252,0.021653543,0.023622047,0.027559055,0.027559055,0.137795276,0.045275591,0.019685039,0.027559055,0.066929134,0.019685039,0.005905512,0,0.007874016,0.005905512,0.013779528,0.007874016,0,0.003937008,0.005905512,0.001968504,0.005905512,0.003937008,0.025590551,0.053149606,0.005905512,0.019685039,0.003937008,0.015748031,0.039370079,0.003937008,0.025590551,0.00984252,0.00984252,0.003937008,0.001968504,0.003937008,0.001968504,0.001968504,0.003937008,0.003937008,0.013779528,0.001968504,0.007874016,0,0,0.007874016,0.019685039,0.019685039,0.017716535,0.013779528,0.023622047,0.007874016,0.019685039,0,0.005905512,0.00984252,0.007874016
MOTOR VEHICLE THEFT: AUTOMOBILE,P1P,0.147042924,0.139366418,0.137312142,0.126716402,0.139582658,0.162504054,0.147475403,0.044545356,0.031462861,0.0212996,0.020326522,0.016866688,0.023678235,0.032327819,0.036760731,0.035787653,0.039679965,0.035463293,0.027678668,0.034273976,0.030814142,0.034382095,0.041734242,0.045734674,0.052005622,0.06357444,0.063358201,0.072980863,0.072656503,0.071142826,0.051465023,0.01081198,0.015136772,0.008973943,0.006811547,0.00540599,0.018488485,0.014488053,0.027138069,0.001189318,0.003567953,0.003892313,0.002702995,0.003784193,0.012758136,0.017191048,0.018056006,0.006595308,0.003027354,0.024759433,0.011676938,0.015244891,0.029516705,0.036436371,0.038490648,0.066818034,0.016326089,0.019353444,0.029516705,0.028003027,0.022597038,0.009947021,0.008433344,0.00540599,0.003567953,0.007784625,0.003027354,0.003459833,0.014704292,0.00508163,0.008973943,0.006595308,0.011568818,0.028867986,0.020650881,0.004757271,0.013731214,0.001405557,0.007676506,0.022380798,0.003567953,0.006054709,0.004000432,0.014596173,0.003243594,0.001189318,0.008649584,0.00540599,0.013839334,0.004757271,0.004973511,0.017407287,0.005730349,0.011676938,0.004216672,0.009514542,0.024326954,0.023137637,0.017191048,0.020434642,0.025516272,0.024326954,0.004324792,0.013623094,0.000973078,0.005838469,0.00529787,0.009406422
MOTOR VEHICLE THEFT: THEFT/RECOVERY: AUTOMOBILE,P1P,0.154727794,0.130372493,0.127507163,0.14469914,0.131805158,0.161891117,0.148997135,0.055873926,0.035816619,0.022922636,0.028653295,0.022922636,0.022922636,0.022922636,0.025787966,0.034383954,0.031518625,0.038681948,0.037249284,0.035816619,0.037249284,0.037249284,0.053008596,0.041547278,0.041547278,0.068767908,0.068767908,0.05730659,0.05730659,0.054441261,0.067335244,0.00286533,0.007163324,0.008595989,0.005730659,0.00286533,0.007163324,0.00286533,0.008595989,0,0.00286533,0.004297994,0,0,0.020057307,0.015759312,0.017191977,0.005730659,0.007163324,0.011461318,0.007163324,0.011461318,0.011461318,0.051575931,0.03008596,0.09025788,0.035816619,0.022922636,0.025787966,0.063037249,0.015759312,0.010028653,0.007163324,0.008595989,0,0.008595989,0.004297994,0.008595989,0.004297994,0.008595989,0.008595989,0.001432665,0.015759312,0.024355301,0.014326648,0.004297994,0.015759312,0.004297994,0.007163324,0.024355301,0.008595989,0.008595989,0.005730659,0.015759312,0.004297994,0,0.008595989,0.012893983,0.007163324,0.00286533,0.00286533,0.014326648,0,0.004297994,0.001432665,0.005730659,0.02722063,0.035816619,0.037249284,0.020057307,0.032951289,0.025787966,0.00286533,0.014326648,0,0.007163324,0.014326648,0.00286533
NARCOTICS: FOUND SUSPECT NARCOTICS,P2,0.122861586,0.150855365,0.163297045,0.143079316,0.146189736,0.146189736,0.127527216,0.034214619,0.01088647,0.00622084,0.01244168,0.01244168,0.00933126,0.01399689,0.026438569,0.057542768,0.059097978,0.059097978,0.063763608,0.052877138,0.055987558,0.068429238,0.066874028,0.068429238,0.051321928,0.059097978,0.055987558,0.049766719,0.038880249,0.040435459,0.026438569,0.00622084,0.00466563,0.018662519,0.0155521,0.00622084,0.01244168,0.01399689,0.0155521,0,0.00466563,0.00155521,0.00311042,0.00622084,0.01088647,0.00933126,0.01088647,0.00622084,0.00155521,0.018662519,0.00155521,0.00155521,0.018662519,0.045101089,0.00933126,0.096423017,0.038880249,0.063763608,0.045101089,0.082426128,0.01244168,0.0155521,0.024883359,0.01088647,0.00155521,0.01244168,0.00311042,0.00933126,0.00777605,0.00155521,0.00466563,0.00155521,0.021772939,0.01399689,0.00777605,0.00622084,0.00622084,0.00155521,0.00466563,0.026438569,0.01244168,0.01088647,0.00622084,0.00933126,0.00155521,0.00311042,0.00466563,0.00622084,0.00622084,0.00155521,0.00466563,0.01399689,0,0.00466563,0.00311042,0.00777605,0.01244168,0.024883359,0.032659409,0.018662519,0.00622084,0.0155521,0.00155521,0.00311042,0.00311042,0.00622084,0.01244168,0.00311042
NARCOTICS: MANU/DEL:CANNABIS 10GM OR LESS,P2,0.107438017,0.168044077,0.140495868,0.143250689,0.154269972,0.173553719,0.112947658,0.008264463,0.005509642,0.002754821,0,0.002754821,0,0,0.008264463,0.019283747,0.033057851,0.063360882,0.151515152,0.093663912,0.066115702,0.08815427,0.035812672,0.033057851,0.03030303,0.063360882,0.096418733,0.085399449,0.041322314,0.044077135,0.027548209,0.005509642,0.005509642,0.005509642,0,0,0.002754821,0,0.002754821,0,0,0,0,0.002754821,0,0,0,0.002754821,0,0,0.005509642,0.002754821,0,0.033057851,0.005509642,0.575757576,0.052341598,0.024793388,0.002754821,0.046831956,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0.002754821,0.019283747,0.035812672,0,0.008264463,0.002754821,0,0.027548209,0,0,0,0.008264463,0.002754821,0,0,0,0.002754821,0,0,0.008264463,0,0,0.002754821,0,0.002754821,0.013774105,0.019283747,0.03030303,0,0.027548209,0,0.005509642,0,0,0,0
NARCOTICS: MANU/DEL:CANNABIS OVER 10 GMS,P2,0.106617647,0.150735294,0.183823529,0.161764706,0.113970588,0.1875,0.095588235,0.022058824,0.007352941,0.003676471,0,0,0,0.003676471,0.007352941,0.003676471,0.029411765,0.051470588,0.088235294,0.073529412,0.055147059,0.095588235,0.029411765,0.047794118,0.044117647,0.080882353,0.125,0.066176471,0.088235294,0.051470588,0.025735294,0.011029412,0.014705882,0.011029412,0,0.003676471,0.003676471,0,0.007352941,0,0,0,0,0.003676471,0.003676471,0.003676471,0.007352941,0,0,0.003676471,0.003676471,0,0.003676471,0.022058824,0.003676471,0.121323529,0.029411765,0.066176471,0.011029412,0.040441176,0,0,0.007352941,0,0,0,0,0,0.003676471,0,0.003676471,0,0.014705882,0.040441176,0.058823529,0.007352941,0.025735294,0.003676471,0.003676471,0.095588235,0.003676471,0,0,0.040441176,0.011029412,0,0.003676471,0,0.007352941,0,0.003676471,0.007352941,0,0.003676471,0,0,0.014705882,0.040441176,0.084558824,0.047794118,0.003676471,0.066176471,0.003676471,0.007352941,0,0.011029412,0,0
NARCOTICS: MANU/DELIVER: HEROIN (WHITE),P2,0.133196721,0.133196721,0.176229508,0.094262295,0.145491803,0.182377049,0.135245902,0.010245902,0.006147541,0,0,0,0.004098361,0.006147541,0.012295082,0.006147541,0.032786885,0.077868852,0.120901639,0.071721311,0.051229508,0.034836066,0.045081967,0.024590164,0.05942623,0.112704918,0.174180328,0.073770492,0.040983607,0.024590164,0.010245902,0,0,0,0,0,0,0,0.00204918,0,0,0,0,0,0,0,0,0,0,0.00204918,0,0,0,0.262295082,0,0.155737705,0.245901639,0.096311475,0.006147541,0.071721311,0.00204918,0.00204918,0,0,0,0,0,0.00204918,0,0,0.004098361,0,0.00204918,0.006147541,0.018442623,0.00204918,0.004098361,0,0,0.020491803,0,0,0,0.006147541,0,0,0,0,0,0,0,0.008196721,0,0.00204918,0,0,0.010245902,0.016393443,0.006147541,0.020491803,0.00204918,0.018442623,0,0.00204918,0,0.00204918,0,0
NARCOTICS: MANU/DELIVER:CRACK,P2,0.109489051,0.167883212,0.109489051,0.145985401,0.160583942,0.197080292,0.109489051,0,0.00729927,0,0,0,0,0.00729927,0.00729927,0.00729927,0.02919708,0.065693431,0.102189781,0.065693431,0.058394161,0.080291971,0.03649635,0.00729927,0.058394161,0.109489051,0.131386861,0.116788321,0.051094891,0.04379562,0.01459854,0.00729927,0.00729927,0,0,0.00729927,0,0,0.02189781,0,0,0,0,0.00729927,0,0.00729927,0,0,0,0.00729927,0,0,0.00729927,0.131386861,0,0.102189781,0.211678832,0.072992701,0.00729927,0.02919708,0,0,0.00729927,0,0.00729927,0,0,0,0,0,0,0,0.00729927,0.01459854,0.02919708,0.00729927,0.02919708,0,0,0.072992701,0,0,0,0.01459854,0.01459854,0,0,0,0,0,0,0.01459854,0,0,0,0,0.02189781,0.04379562,0.01459854,0.01459854,0,0.04379562,0,0,0,0.01459854,0,0
NARCOTICS: POSS: BARBITUATES,P2,0.128440367,0.128440367,0.19266055,0.155963303,0.19266055,0.100917431,0.100917431,0.119266055,0.100917431,0.027522936,0.027522936,0,0,0,0.009174312,0.009174312,0.018348624,0.009174312,0.055045872,0.036697248,0.009174312,0.018348624,0.018348624,0.055045872,0.009174312,0.027522936,0.100917431,0.091743119,0.082568807,0.091743119,0.082568807,0,0.018348624,0.009174312,0,0.009174312,0.018348624,0,0,0,0,0,0,0,0,0.009174312,0,0.018348624,0,0.009174312,0.009174312,0,0,0.018348624,0,0.027522936,0.04587156,0.027522936,0,0.036697248,0.027522936,0,0.009174312,0,0,0.018348624,0,0,0,0,0,0,0.009174312,0.04587156,0.027522936,0,0.036697248,0,0,0.018348624,0.009174312,0,0.027522936,0.018348624,0,0,0,0,0.110091743,0.064220183,0.027522936,0.091743119,0.009174312,0.018348624,0,0,0.036697248,0.04587156,0.009174312,0.018348624,0,0.018348624,0,0,0.009174312,0.036697248,0,0
